6.900000000000000000e+01 3.009099698260118254e+06 1.000000000000000000e+00 -2.084684368522659875e+06
1.780000000000000000e+02 1.044383787588500651e+06 5.000000000000000000e+00 -6.861185194940869696e+05
1.370000000000000000e+02 1.112531020810965449e+06 5.000000000000000000e+00 -2.153348469045504462e+05
1.700000000000000000e+02 8.454516299701741664e+05 6.000000000000000000e+00 -2.166454825196827296e+05
4.100000000000000000e+01 9.763804853873191169e+05 5.000000000000000000e+00 -2.398955481430182699e+05
2.280000000000000000e+02 2.202575255552159622e+06 2.000000000000000000e+00 -2.046720439960309304e+05
2.550000000000000000e+02 8.072822664796073223e+05 6.000000000000000000e+00 -8.340579161348845810e+05
2.590000000000000000e+02 9.989156540524149314e+05 5.000000000000000000e+00 -4.798154944871691987e+04
2.200000000000000000e+02 2.046468170790583128e+06 2.000000000000000000e+00 -9.229374779096548446e+05
2.130000000000000000e+02 1.656307363992536848e+05 3.500000000000000000e+01 -7.352335664688108955e+04
3.000000000000000000e+00 9.635897887538422365e+05 5.000000000000000000e+00 -8.310241574869418982e+05
1.880000000000000000e+02 1.252794702676261775e+06 4.000000000000000000e+00 -8.725538588533649454e+05
3.900000000000000000e+01 9.052444963383417344e+05 5.000000000000000000e+00 -6.394358391434848309e+05
6.100000000000000000e+01 1.151879629289702978e+06 5.000000000000000000e+00 -1.278589276826451533e+05
2.500000000000000000e+02 4.402591013021284598e+05 1.200000000000000000e+01 -5.051653481932335417e+05
2.900000000000000000e+01 2.065637522612789326e+04 2.860000000000000000e+02 -8.108050430427298124e+03
6.500000000000000000e+01 1.485268774818717211e+05 3.900000000000000000e+01 -7.660338866258150665e+04
2.520000000000000000e+02 3.851238105166096939e+05 1.300000000000000000e+01 -2.888879260235693655e+05
2.140000000000000000e+02 2.503994879376383615e+05 2.300000000000000000e+01 -1.200729382242771680e+04
8.000000000000000000e+01 3.378230168041272089e+06 1.000000000000000000e+00 -1.509107229584890418e+06
1.290000000000000000e+02 2.877890026159745757e+05 2.000000000000000000e+01 -7.295993086313331150e+04
7.900000000000000000e+01 8.322409916767826071e+05 1.000000000000000000e+00 -2.368380576398191974e+06
1.040000000000000000e+02 5.841010558511182899e+05 8.000000000000000000e+00 -7.077297946466270369e+05
3.000000000000000000e+01 5.059553367068007356e+05 1.000000000000000000e+01 -4.267767837727344013e+05
3.600000000000000000e+01 1.293919597619393840e+06 4.000000000000000000e+00 -9.182149167001573369e+04
1.500000000000000000e+02 1.035065685186092975e+06 5.000000000000000000e+00 -2.364981488796840422e+05
2.020000000000000000e+02 1.540433257871372916e+05 3.800000000000000000e+01 -1.676153213607308862e+04
1.800000000000000000e+01 6.763999151545988861e+05 8.000000000000000000e+00 -1.167012837457251735e+05
7.400000000000000000e+01 1.376169334627453005e+06 3.000000000000000000e+00 -3.010472765458126087e+05
1.210000000000000000e+02 6.882781886003189720e+05 8.000000000000000000e+00 -1.731392548418964725e+05
1.420000000000000000e+02 8.526203431253045565e+05 6.000000000000000000e+00 -9.050098594433604740e+04
1.510000000000000000e+02 1.177819226094084093e+06 1.000000000000000000e+00 -1.850260458327831468e+06
