1.020000000000000000e+02 3.547995096206180751e+05 1.300000000000000000e+01 -4.330225739836664870e+05
2.230000000000000000e+02 1.058189522486938396e+06 3.000000000000000000e+00 -1.992273496191492304e+05
1.120000000000000000e+02 2.111464331201651075e+05 2.400000000000000000e+01 -6.138491055723419413e+04
3.300000000000000000e+01 1.221023598776126513e+06 3.000000000000000000e+00 -1.347675136430742219e+06
2.520000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.921143751076140907e+06
2.260000000000000000e+02 7.554248102321699262e+05 6.000000000000000000e+00 -6.439104947629651288e+05
2.090000000000000000e+02 2.688514472115815617e+06 1.000000000000000000e+00 -1.847766893281023018e+06
1.460000000000000000e+02 4.009852119948581792e+06 1.000000000000000000e+00 -1.119237838691343553e+06
2.500000000000000000e+01 7.261328690352243138e+05 6.000000000000000000e+00 -4.261678836980480701e+05
9.000000000000000000e+00 1.496752062734947773e+06 3.000000000000000000e+00 -3.524637632381683215e+04
3.000000000000000000e+01 1.003561008688178496e+06 3.000000000000000000e+00 -7.564586726879654452e+05
2.680000000000000000e+02 1.445753373681515222e+06 2.000000000000000000e+00 -1.639067461920505855e+06
1.990000000000000000e+02 2.365831632751785219e+05 2.200000000000000000e+01 -8.078213939588677022e+04
1.800000000000000000e+01 1.208789884984198870e+05 4.300000000000000000e+01 -1.554088553411449539e+03
1.240000000000000000e+02 2.543466304675065912e+06 2.000000000000000000e+00 -1.453503324736398645e+05
2.010000000000000000e+02 8.957076014393214136e+05 5.000000000000000000e+00 -5.868295534820915200e+05
8.100000000000000000e+01 3.493234012622783484e+04 1.490000000000000000e+02 -5.619094501354606473e+04
7.600000000000000000e+01 7.648759586119713495e+05 5.000000000000000000e+00 -8.125036662197358673e+05
1.890000000000000000e+02 1.070866485650498944e+05 4.900000000000000000e+01 -1.211749075831468508e+04
2.290000000000000000e+02 8.236189109829477966e+05 4.000000000000000000e+00 -1.719065057395525509e+06
2.600000000000000000e+02 2.302135495067024603e+06 1.000000000000000000e+00 -1.622259235966552980e+06
2.150000000000000000e+02 7.228448668311556103e+05 6.000000000000000000e+00 -4.677716882694916567e+05
3.800000000000000000e+01 2.268969981181380339e+06 2.000000000000000000e+00 -7.182684755919124000e+05
1.520000000000000000e+02 5.126611058853546274e+05 1.000000000000000000e+01 -1.333857616902831942e+05
1.550000000000000000e+02 4.963123509877602337e+05 1.000000000000000000e+01 -3.209738648336296319e+05
2.430000000000000000e+02 7.756588412820281228e+05 6.000000000000000000e+00 -2.313685721379565075e+04
2.770000000000000000e+02 1.135361129930598690e+05 4.600000000000000000e+01 -1.063608884372390457e+04
7.700000000000000000e+01 1.447761075168045238e+06 3.000000000000000000e+00 -7.364041760026364354e+05
1.050000000000000000e+02 1.606311441178498790e+06 3.000000000000000000e+00 -1.820274095495799556e+05
3.200000000000000000e+01 6.824757969755238155e+05 7.000000000000000000e+00 -1.647573749541107100e+05
6.400000000000000000e+01 3.395397265778942965e+05 1.400000000000000000e+01 -3.587105715357190929e+05
1.190000000000000000e+02 1.059895148963689338e+06 2.000000000000000000e+00 -1.061885474812526023e+06
