2.700000000000000000e+02 9.247738722983782645e+05 1.000000000000000000e+01 -5.437097597071717028e+05
1.190000000000000000e+02 1.893760233845145558e+04 5.220000000000000000e+02 -1.612389274989655678e+04
1.550000000000000000e+02 3.120304860751509666e+06 2.000000000000000000e+00 -2.407363688161649276e+06
2.620000000000000000e+02 6.668157917772317305e+05 1.400000000000000000e+01 -3.166366885196852963e+05
2.260000000000000000e+02 4.436632356912066462e+05 2.100000000000000000e+01 -2.753173302394970087e+05
1.520000000000000000e+02 6.384343194266165665e+04 1.540000000000000000e+02 -4.267600458704023913e+04
2.530000000000000000e+02 1.785996171508813510e+06 4.000000000000000000e+00 -2.288153907764148898e+06
1.510000000000000000e+02 2.723083834961218527e+05 3.500000000000000000e+01 -5.702583507189626107e+04
2.350000000000000000e+02 2.238879744598650374e+06 2.000000000000000000e+00 -4.363108016082556918e+06
5.400000000000000000e+01 1.831529436342483386e+06 5.000000000000000000e+00 -6.305691066695246845e+05
6.200000000000000000e+01 1.943376709774735151e+06 2.000000000000000000e+00 -2.711104692364005838e+06
3.500000000000000000e+01 7.009412266057139495e+05 1.300000000000000000e+01 -2.287982691067600390e+05
1.740000000000000000e+02 9.713890516499237856e+05 9.000000000000000000e+00 -6.037753303521310445e+05
2.670000000000000000e+02 2.121632461528629065e+05 4.500000000000000000e+01 -8.538587297259861953e+04
2.240000000000000000e+02 1.388856556593996938e+06 4.000000000000000000e+00 -3.060146129339195788e+06
1.150000000000000000e+02 1.252637120533001143e+06 7.000000000000000000e+00 -3.583008015002368484e+05
1.430000000000000000e+02 1.240628999617263675e+06 7.000000000000000000e+00 -9.200593628498793114e+05
5.200000000000000000e+01 1.441589869847438531e+06 4.000000000000000000e+00 -2.419991664542817045e+06
1.480000000000000000e+02 1.831013368325927062e+06 5.000000000000000000e+00 -8.370513133269422688e+05
2.280000000000000000e+02 2.041775481496391876e+05 4.700000000000000000e+01 -2.828408923644012539e+05
2.770000000000000000e+02 8.767484965827070118e+04 1.120000000000000000e+02 -7.191821290670859162e+04
5.000000000000000000e+00 1.612718440268194769e+06 5.000000000000000000e+00 -1.065182783228101674e+06
2.600000000000000000e+02 3.674606218506250880e+05 2.600000000000000000e+01 -1.429871520130334538e+05
1.720000000000000000e+02 8.166111903667110018e+05 1.000000000000000000e+01 -1.050509737967106048e+06
2.160000000000000000e+02 3.618381639405262191e+06 2.000000000000000000e+00 -1.087603370842147619e+06
1.340000000000000000e+02 2.003991994457989000e+06 4.000000000000000000e+00 -1.695416683297932614e+06
8.900000000000000000e+01 4.105143555494503235e+05 2.400000000000000000e+01 -5.344773285734170349e+04
7.100000000000000000e+01 1.983130003335530870e+06 4.000000000000000000e+00 -1.067481426494185813e+06
1.600000000000000000e+02 1.347464627999982098e+06 5.000000000000000000e+00 -1.507205698120195651e+06
2.680000000000000000e+02 7.594022136420480674e+05 1.200000000000000000e+01 -1.838042439955703449e+05
5.700000000000000000e+01 2.716617151637568022e+05 3.400000000000000000e+01 -2.757893054717255291e+05
9.500000000000000000e+01 2.429884725153138279e+05 3.800000000000000000e+01 -5.885121013089178596e+05
