6.868692427580036456e+05 6.500000000000000000e+01
1.019617678516250453e+06 5.600000000000000000e+01
1.000039527306526434e+06 5.100000000000000000e+01
8.723873762157652527e+05 7.000000000000000000e+01
9.868096399792513112e+05 6.600000000000000000e+01
1.079487592812004732e+06 6.100000000000000000e+01
8.580540652268558042e+05 5.300000000000000000e+01
8.892453956309284549e+05 5.500000000000000000e+01
1.216083925132884178e+06 6.400000000000000000e+01
1.140470252197254216e+06 5.400000000000000000e+01
1.352772737977099139e+06 5.900000000000000000e+01
8.556457117614437593e+05 5.500000000000000000e+01
9.285966438590282341e+05 6.600000000000000000e+01
1.112749547040765174e+06 5.000000000000000000e+01
8.279054606215868844e+05 5.800000000000000000e+01
7.153046401535085170e+05 5.400000000000000000e+01
5.851493214018291328e+05 5.200000000000000000e+01
9.828767155986014986e+05 5.000000000000000000e+01
7.438931225897961995e+05 5.000000000000000000e+01
7.215078300910859834e+05 6.100000000000000000e+01
8.571915714647650020e+05 6.200000000000000000e+01
6.422560596345082158e+05 6.700000000000000000e+01
1.227361667137598153e+06 5.800000000000000000e+01
1.132676821723645553e+06 5.800000000000000000e+01
6.756988789155568229e+05 5.500000000000000000e+01
9.035919429892190965e+05 6.600000000000000000e+01
1.205734919750289060e+06 6.200000000000000000e+01
7.096800299238124862e+05 5.900000000000000000e+01
1.005693688999350183e+06 5.800000000000000000e+01
7.923744346920038806e+05 5.800000000000000000e+01
1.127904601133415941e+06 6.900000000000000000e+01
1.182063773188152350e+06 5.600000000000000000e+01
9.515080900284241652e+05 6.800000000000000000e+01
7.795173447843221948e+05 3.900000000000000000e+01
1.202103432121424703e+06 6.200000000000000000e+01
1.214601188956945436e+06 6.800000000000000000e+01
9.967151202712417580e+05 6.200000000000000000e+01
8.641109109538691118e+05 5.900000000000000000e+01
1.060370067493080627e+06 5.900000000000000000e+01
1.208205496910244459e+06 7.000000000000000000e+01
1.075935203690100694e+06 6.200000000000000000e+01
8.568923197555306833e+05 4.000000000000000000e+01
8.742792325441340217e+05 4.600000000000000000e+01
5.980877756501710974e+05 6.000000000000000000e+01
9.544539539469336160e+05 5.200000000000000000e+01
9.807720484727940056e+05 7.000000000000000000e+01
1.131585627318475628e+06 4.700000000000000000e+01
1.119360367365260143e+06 6.800000000000000000e+01
1.130282838496056385e+06 6.800000000000000000e+01
8.941551582598185632e+05 5.700000000000000000e+01
1.086984193538730498e+06 4.700000000000000000e+01
8.659876352681703866e+05 6.800000000000000000e+01
9.134672317050085403e+05 5.000000000000000000e+01
1.104243510959462263e+06 6.100000000000000000e+01
7.617924864125470631e+05 5.000000000000000000e+01
1.201792400451026158e+06 5.700000000000000000e+01
8.131138929131777259e+05 6.800000000000000000e+01
9.596234824614793761e+05 7.200000000000000000e+01
9.129189050023873569e+05 6.500000000000000000e+01
1.273369202305424726e+06 6.100000000000000000e+01
1.175321227887349669e+06 5.900000000000000000e+01
8.772550594617332099e+05 5.200000000000000000e+01
9.083567879501457792e+05 5.600000000000000000e+01
1.040506711329907179e+06 5.300000000000000000e+01
6.442292898139466997e+05 5.400000000000000000e+01
8.594160404811989283e+05 6.800000000000000000e+01
8.717480809087879024e+05 6.500000000000000000e+01
1.008978585425035213e+06 6.300000000000000000e+01
1.025823044819312170e+06 5.100000000000000000e+01
1.014976878222016734e+06 5.800000000000000000e+01
1.043332272857963922e+06 4.900000000000000000e+01
1.162901477439987473e+06 7.800000000000000000e+01
9.810774657781104324e+05 5.800000000000000000e+01
8.737888573785272893e+05 5.800000000000000000e+01
1.202243332661035471e+06 4.400000000000000000e+01
1.060272686616942752e+06 4.700000000000000000e+01
1.008549217790633789e+06 5.900000000000000000e+01
8.223055900686450768e+05 6.000000000000000000e+01
9.788415584524045698e+05 6.100000000000000000e+01
9.615538786951380316e+05 5.800000000000000000e+01
1.184078388131062035e+06 5.300000000000000000e+01
6.832130101493636612e+05 5.700000000000000000e+01
9.852087713484318228e+05 4.600000000000000000e+01
1.047077758420557948e+06 5.200000000000000000e+01
1.083559611021490302e+06 7.400000000000000000e+01
9.327645270936163142e+05 5.800000000000000000e+01
5.758367980026850710e+05 6.700000000000000000e+01
9.421961111721576890e+05 6.800000000000000000e+01
1.161930188746359432e+06 4.500000000000000000e+01
9.271576784376886208e+05 6.200000000000000000e+01
1.241711293851838913e+06 6.100000000000000000e+01
1.144536263883937849e+06 5.800000000000000000e+01
1.301519299042086350e+06 5.100000000000000000e+01
8.884090626614684006e+05 5.400000000000000000e+01
9.170037883981796913e+05 7.400000000000000000e+01
1.149851697674958501e+06 6.100000000000000000e+01
9.941508673100211890e+05 5.900000000000000000e+01
1.447844873248000629e+06 4.900000000000000000e+01
1.114690845722215483e+06 4.500000000000000000e+01
9.000944154189759865e+05 6.500000000000000000e+01
9.408187121772216633e+05 4.600000000000000000e+01
7.060422877210852457e+05 6.900000000000000000e+01
8.352951569783986779e+05 6.300000000000000000e+01
1.123827044946224429e+06 7.200000000000000000e+01
7.984433327100529568e+05 6.700000000000000000e+01
5.735970551578182494e+05 6.600000000000000000e+01
1.210355749462339561e+06 6.300000000000000000e+01
1.415409492991424631e+06 7.700000000000000000e+01
8.131462557835597545e+05 6.000000000000000000e+01
7.975635642097392119e+05 6.400000000000000000e+01
7.444359022578289732e+05 6.500000000000000000e+01
1.020427063478636323e+06 5.200000000000000000e+01
1.177798931101489346e+06 7.500000000000000000e+01
1.246346743938743370e+06 4.800000000000000000e+01
1.009684368519435171e+06 6.300000000000000000e+01
7.618751522010727786e+05 6.500000000000000000e+01
9.712737669059073087e+05 5.700000000000000000e+01
4.727204430083829793e+05 6.300000000000000000e+01
6.361135539647911210e+05 5.600000000000000000e+01
1.014738935025883489e+06 5.600000000000000000e+01
1.088678066523141460e+06 5.100000000000000000e+01
7.626283053341618506e+05 5.900000000000000000e+01
8.392954860876740422e+05 5.300000000000000000e+01
9.325694907357613556e+05 5.300000000000000000e+01
9.459390791144088143e+05 5.300000000000000000e+01
1.003324342276457697e+06 5.800000000000000000e+01
9.292401244982228382e+05 5.400000000000000000e+01
1.087997864013371058e+06 5.700000000000000000e+01
8.518883130728672259e+05 5.000000000000000000e+01
7.715060347320813453e+05 4.800000000000000000e+01
7.977995725707149832e+05 5.100000000000000000e+01
6.746338148727416992e+05 5.300000000000000000e+01
9.686749544113763841e+05 5.200000000000000000e+01
1.153515960943406448e+06 6.700000000000000000e+01
1.047387207301741233e+06 5.800000000000000000e+01
1.103850077321574558e+06 4.900000000000000000e+01
1.065950337596711237e+06 4.900000000000000000e+01
9.342726370733040385e+05 5.400000000000000000e+01
9.406412280251207994e+05 5.600000000000000000e+01
8.606049484311292181e+05 5.800000000000000000e+01
1.092856711638231529e+06 6.000000000000000000e+01
7.079867827110381331e+05 5.400000000000000000e+01
1.100318527921714354e+06 5.700000000000000000e+01
1.186280759510509437e+06 6.700000000000000000e+01
1.073076661800017813e+06 4.400000000000000000e+01
9.118336832596998429e+05 5.600000000000000000e+01
1.223569112808058737e+06 6.300000000000000000e+01
1.332766815664101392e+06 6.600000000000000000e+01
8.584031740059534786e+05 4.500000000000000000e+01
8.693446421917238040e+05 5.500000000000000000e+01
6.186436749534930568e+05 6.600000000000000000e+01
9.972472523348578252e+05 6.500000000000000000e+01
1.248350572024515131e+06 6.000000000000000000e+01
7.663830728865540586e+05 6.100000000000000000e+01
8.311867161707064370e+05 6.600000000000000000e+01
9.759744840556050185e+05 6.400000000000000000e+01
1.296900369549769675e+06 5.500000000000000000e+01
9.229055537554809125e+05 6.100000000000000000e+01
6.801846119192137849e+05 5.100000000000000000e+01
1.257230993452538503e+06 4.700000000000000000e+01
8.348051565204594517e+05 6.000000000000000000e+01
7.691813545338165713e+05 5.200000000000000000e+01
